,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.135,1.086,1.042,1.023,1.012,1.005,1.002,1.270,1.175,1.071,1.034,1.017,1.007,1.003
2,1.277,1.184,1.096,1.053,1.028,1.012,1.006,1.492,1.355,1.153,1.076,1.039,1.016,1.007
5,1.563,1.390,1.218,1.127,1.071,1.032,1.016,1.953,1.524,1.335,1.186,1.101,1.040,1.019
10,1.801,1.615,1.365,1.225,1.133,1.062,1.032,2.032,1.832,1.538,1.313,1.177,1.077,1.037
