,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.097,1.058,1.026,1.014,1.007,1.003,1.001,1.224,1.088,1.038,1.019,1.009,1.003,1.002
2,1.148,1.081,1.038,1.019,1.010,1.004,1.002,1.245,1.122,1.051,1.026,1.012,1.005,1.002
5,1.255,1.148,1.072,1.038,1.020,1.008,1.004,1.425,1.225,1.101,1.046,1.024,1.009,1.004
10,1.391,1.245,1.125,1.067,1.035,1.014,1.007,1.486,1.351,1.154,1.080,1.041,1.016,1.008
