,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.092,1.055,1.025,1.013,1.007,1.003,1.001,1.234,1.086,1.035,1.018,1.009,1.004,1.002
2,1.214,1.131,1.067,1.036,1.020,1.009,1.004,1.412,1.241,1.093,1.050,1.027,1.011,1.005
5,1.404,1.281,1.170,1.100,1.055,1.024,1.012,1.669,1.444,1.257,1.134,1.079,1.030,1.014
10,1.581,1.437,1.285,1.181,1.104,1.048,1.024,1.763,1.634,1.390,1.218,1.137,1.061,1.027
