,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.147,1.092,1.045,1.024,1.012,1.005,1.003,1.293,1.186,1.076,1.035,1.018,1.007,1.003
2,1.197,1.121,1.058,1.030,1.015,1.006,1.003,1.373,1.230,1.090,1.044,1.021,1.008,1.004
5,1.367,1.216,1.097,1.051,1.027,1.011,1.006,1.566,1.327,1.141,1.073,1.035,1.013,1.006
10,1.565,1.368,1.170,1.090,1.047,1.019,1.010,1.715,1.550,1.225,1.117,1.059,1.022,1.011
