,10,20,50,100,200,500,1000
1,1.1046651951831017,1.1714352792694933,1.14425203806065,1.0954396531425412,1.0623322417261691,1.0362346325678975,
2,1.0917921501472838,1.1317966605819823,1.2438774218332502,1.195409927962832,1.1342119551396694,1.0801262005739032,
5,1.0846782538605464,1.0886255265686622,1.1484371445054604,1.2948797581362161,1.2506819244725649,1.152956042935747,
10,1.0799869042964938,1.0791627575188485,1.1004058097210716,1.1509083504391096,1.3137642471062665,1.2327717471081805,
