,10,20,50,100,200,500,1000
1,1.2224293380474294,1.1388871626981993,1.0703384185105407,1.038060887561775,,,
2,1.3112840303527482,1.2140976159340366,1.114307730246651,1.0631534646830412,,,
5,1.4350070534365924,1.306526946315747,1.1728907146466403,1.105840177974355,,,
10,1.450590749094434,1.3683417199363126,1.2082826834588436,1.1267990062351347,,,
